city_name,category,term,estimate,std.error,statistic,p.value
"Atlanta, GA",serious assaults in public,week 43 of the year,0.3757732544035278,1.8433568352308878,0.20385269266460865,0.838739506001336
"Atlanta, GA",serious assaults in public,week 44 of the year,3.049260578407911,1.8447713263981114,1.652920627491293,0.10039755890336152
"Atlanta, GA",serious assaults in public,week 45 of the year,-2.004197062791511,2.1648773121147213,-0.9257785887338564,0.3560190006284889
"Atlanta, GA",serious assaults in public,week 46 of the year,0.7597093736107366,1.8414047899011408,0.4125705427601951,0.6804988239975813
"Atlanta, GA",serious assaults in public,week 47 of the year,4.616787347163458,1.848205585429788,2.497983656991197,0.013547688577024689
"Atlanta, GA",serious assaults in public,week 48 of the year,0.7091092972492211,1.8494294696225733,0.3834205677461895,0.7019401939218981
"Atlanta, GA",serious assaults in public,week 49 of the year,1.8742747008612903,1.8411100881096134,1.0180133784317749,0.3102786681942523
"Atlanta, GA",serious assaults in public,week 50 of the year,-0.6745336225860723,1.844033319236115,-0.36579253506411463,0.7150251431071919
"Atlanta, GA",serious assaults in public,week 51 of the year,1.3024633405141914,1.8418636975454137,0.7071442595073338,0.4805524909655392
"Atlanta, GA",serious assaults in public,week 52 of the year,-0.25468694337138886,1.7422205851458292,-0.14618524516519288,0.8839675826197787
"Atlanta, GA",serious assaults in public,holiday in week,1.67165197761258,1.142591902622414,1.463035029196248,0.1455090594172732
"Atlanta, GA",serious assaults in public,intercept,16.451821326893167,1.3899843963359222,11.835975547827086,2.3412866977646333e-23
"Austin, TX",serious assaults in public,AR(1),0.14179076729889767,0.06847508810296643,2.0706912722140056,0.040078802976030226
"Austin, TX",serious assaults in public,AR(2),0.04757460908859762,0.07014695933020541,0.6782134185552916,0.4986675658125176
"Austin, TX",serious assaults in public,AR(3),0.13694486814535078,0.0694728774216566,1.9711990236733927,0.05051692546999425
"Austin, TX",serious assaults in public,AR(4),0.23540564143235276,0.06984936009527785,3.370190379858144,9.52302707421157e-4
"Austin, TX",serious assaults in public,SAR(1),-0.3473429492491322,0.08505206543098315,-4.0838861171571335,7.13964956987883e-5
"Austin, TX",serious assaults in public,linear trend,0.017826656005332477,0.01751734874859437,1.0176571957992746,0.310457965914423
"Austin, TX",serious assaults in public,week 2 of the year,-4.888571994821587,4.136186277872394,-1.1819032476787315,0.23908981466819704
"Austin, TX",serious assaults in public,week 3 of the year,-9.43726737605764,4.3430839093676745,-2.1729415256523668,0.031333600945183504
"Austin, TX",serious assaults in public,week 4 of the year,-13.97649280329827,4.640990854420897,-3.011532071860171,0.003045059756005569
"Austin, TX",serious assaults in public,week 5 of the year,-9.394648167219005,3.9543393539508247,-2.3757819767877804,0.01875816587426758
"Austin, TX",serious assaults in public,week 6 of the year,-15.804778110303143,4.378110389958431,-3.609954227411156,4.15235524113396e-4
"Austin, TX",serious assaults in public,week 7 of the year,-16.215994409552202,4.453183986316398,-3.6414382292265928,3.7121068283634467e-4
"Austin, TX",serious assaults in public,week 8 of the year,-19.56615542203828,4.406021302336441,-4.440776401072474,1.7153070627352152e-5
"Austin, TX",serious assaults in public,week 9 of the year,-17.10323505103171,5.125919167807533,-3.33661817346744,0.0010660938517442662
"Austin, TX",serious assaults in public,week 10 of the year,-14.566119216616155,4.837892351035836,-3.0108398781335883,0.003051612688285028
"Austin, TX",serious assaults in public,week 11 of the year,-7.07553655806438,4.32639371170303,-1.6354351983558113,0.10402700161723107
"Austin, TX",serious assaults in public,week 12 of the year,-22.705272142812873,4.6187560314181875,-4.915884707562964,2.2671515779094466e-6
"Austin, TX",serious assaults in public,week 13 of the year,-12.280918495061199,4.639890013621935,-2.646812415597459,0.008981205280846704
"Austin, TX",serious assaults in public,week 14 of the year,-5.400209661775674,4.627406435226798,-1.1670056947377259,0.24503562290951714
"Austin, TX",serious assaults in public,week 15 of the year,-11.863139536528335,4.639392225907862,-2.557046043721145,0.011536070564523538
"Austin, TX",serious assaults in public,week 16 of the year,-10.460578641078499,4.666937552399113,-2.2414224582244673,0.02644715176731102
"Austin, TX",serious assaults in public,week 17 of the year,-11.930999968923697,5.1194421880052206,-2.330527336919217,0.021092944547195316
"Austin, TX",serious assaults in public,week 18 of the year,-2.427143115386289,4.682803166698266,-0.5183098731646264,0.6049957506641752
"Austin, TX",serious assaults in public,week 19 of the year,-2.884402660566135,4.6868001161806125,-0.6154311233816185,0.5391904072908016
"Austin, TX",serious assaults in public,week 20 of the year,12.346329486956652,4.692114900314155,2.6312930840909328,0.009382695913343553
"Austin, TX",serious assaults in public,week 21 of the year,-3.4665823524858554,4.736752525844811,-0.7318478923210332,0.4653882716895752
"Austin, TX",serious assaults in public,week 22 of the year,-2.0335365333326574,4.761739693998812,-0.42705747563133484,0.669941772711457
"Austin, TX",serious assaults in public,week 23 of the year,-3.2731686794207775,4.698830068775041,-0.6965922647792356,0.4871218998473449
"Austin, TX",serious assaults in public,week 24 of the year,-4.792640842989859,4.765672075469009,-1.0056589641699583,0.3161778991796762
"Austin, TX",serious assaults in public,week 25 of the year,-1.9312816863060234,4.734558239642627,-0.4079116970481706,0.6839124936090721
"Austin, TX",serious assaults in public,week 26 of the year,-1.7360666876894344,4.700926991818351,-0.3693030525066529,0.7124158087810162
"Austin, TX",serious assaults in public,week 27 of the year,-1.0799431750617323,4.697668060516265,-0.2298892048458291,0.8184869449862087
"Austin, TX",serious assaults in public,week 28 of the year,-4.125221488277333,4.698926655695166,-0.8779071882889481,0.3813796487459066
"Austin, TX",serious assaults in public,week 29 of the year,5.954637210538318,4.693954227185092,1.2685759004746928,0.20653173416459644
"Austin, TX",serious assaults in public,week 30 of the year,7.420911170876232,4.693623497963827,1.581062301672801,0.11594244243352146
"Austin, TX",serious assaults in public,week 31 of the year,2.643794040308557,5.370704959507236,0.49226201406362974,0.6232443711014356
"Austin, TX",serious assaults in public,week 32 of the year,6.0463682092894215,4.685401011100043,1.2904697367344122,0.19884717413031333
"Austin, TX",serious assaults in public,week 33 of the year,2.568859985852545,4.687676883859653,0.5480027846410448,0.5844938672370132
"Austin, TX",serious assaults in public,week 34 of the year,-2.3197778996757754,4.675257098240612,-0.49618188923743933,0.6204828248066439
"Austin, TX",serious assaults in public,week 35 of the year,4.848518664812166,4.680917427626179,1.0358052112171057,0.3019380946441341
"Austin, TX",serious assaults in public,week 36 of the year,-0.8699243316674448,5.3498399224332385,-0.16260754420326315,0.8710434212767876
"Austin, TX",serious assaults in public,week 37 of the year,-2.2294653113796525,4.652445161274097,-0.4792029210655116,0.6324829780516579
"Austin, TX",serious assaults in public,week 38 of the year,-4.9208604369547935,4.643506981591955,-1.05972930728054,0.29094882726571025
"Austin, TX",serious assaults in public,week 39 of the year,4.393921841630851,4.637049414997243,0.9475684747762093,0.3448532051336105
"Austin, TX",serious assaults in public,week 40 of the year,-5.13887721330315,4.622635386032817,-1.1116769513836513,0.2680323241219063
"Austin, TX",serious assaults in public,week 41 of the year,-3.7267089270375555,4.60710830082221,-0.8089041289462343,0.4198346257689266
"Austin, TX",serious assaults in public,week 42 of the year,0.2456417663373598,4.57099682285491,0.05373921178618085,0.9572135068908814
"Austin, TX",serious assaults in public,week 43 of the year,-6.842193878576774,4.569968502134945,-1.4972081044716865,0.1364127980361519
"Austin, TX",serious assaults in public,week 44 of the year,0.7184411526341865,4.542089426304911,0.15817415405197208,0.8745295139918968
"Austin, TX",serious assaults in public,week 45 of the year,-1.053764523890849,5.157558230056495,-0.20431461495671885,0.8383809634544772
"Austin, TX",serious assaults in public,week 46 of the year,-1.5341046346686475,4.420569870252116,-0.34703775298119055,0.7290429682905126
"Austin, TX",serious assaults in public,week 47 of the year,-1.3836338316564385,4.4802097321512875,-0.3088323793698942,0.7578719245421006
"Austin, TX",serious assaults in public,week 48 of the year,-6.5271520938954675,4.404300702836959,-1.481995107575445,0.14041179301790782
"Austin, TX",serious assaults in public,week 49 of the year,-0.2187286383579643,3.9181434427592925,-0.055824561186541964,0.9555548805150939
"Austin, TX",serious assaults in public,week 50 of the year,2.3326244364372686,4.145898482017169,0.5626342387675494,0.5745128513649569
"Austin, TX",serious assaults in public,week 51 of the year,1.2925971842542978,4.343419027179972,0.2975990057983274,0.7664155883795427
"Austin, TX",serious assaults in public,week 52 of the year,-13.308022870568266,4.147645213204676,-3.2085731026848916,0.0016271674326894224
"Austin, TX",serious assaults in public,holiday in week,5.730774002432684,2.6058248869630947,2.1992168511029524,0.029373211227696087
"Austin, TX",serious assaults in public,intercept,66.57430916768847,3.9186281876388303,16.9891875370301,5.901929010774014e-37
"Baltimore, MD",serious assaults in public,AR(1),0.48450681230444376,0.31407885508606354,1.5426279243525634,0.1249734607143996
"Baltimore, MD",serious assaults in public,MA(1),-0.3249578943455143,0.3391940598630855,-0.9580294374160988,0.3395495290352101
"Baltimore, MD",serious assaults in public,SAR(1),-0.3567483772805944,0.07625127045577518,-4.6785892897024475,6.278892828291896e-6
"Baltimore, MD",serious assaults in public,linear trend,-0.040691849824897985,0.014453699916067748,-2.815324108096507,0.005510247398343847
"Baltimore, MD",serious assaults in public,week 2 of the year,-5.716981162669837,5.442036951660511,-1.050522297707926,0.29512376536602797
"Baltimore, MD",serious assaults in public,week 3 of the year,-1.890422644176273,5.721886599063722,-0.33038450019013044,0.741558488053879
"Baltimore, MD",serious assaults in public,week 4 of the year,-10.242888716526735,6.4360380994272015,-1.591489757874233,0.11355003609856204
"Baltimore, MD",serious assaults in public,week 5 of the year,-14.412059796323453,5.958700139677385,-2.418658341331428,0.016744264083391348
"Baltimore, MD",serious assaults in public,week 6 of the year,-1.3730531926177998,5.944729490466057,-0.23096983551898417,0.8176448082137571
"Baltimore, MD",serious assaults in public,week 7 of the year,-10.229809855444813,5.9593936522142865,-1.7165856884859083,0.08806552810629274
"Baltimore, MD",serious assaults in public,week 8 of the year,-3.469408753283088,5.96848499001191,-0.5812880084458695,0.5618961784874931
"Baltimore, MD",serious assaults in public,week 9 of the year,-8.596425284320022,6.8115054999521165,-1.2620448275906777,0.2088406615734388
"Baltimore, MD",serious assaults in public,week 10 of the year,-17.78764367877101,6.303386784499128,-2.821918483966938,0.005403744179676978
"Baltimore, MD",serious assaults in public,week 11 of the year,-20.247769386738582,5.634126665287084,-3.593772485004447,4.3811472726821313e-4
"Baltimore, MD",serious assaults in public,week 12 of the year,-25.26189750760417,6.0066111036784795,-4.205682217737329,4.401582088529535e-5
"Baltimore, MD",serious assaults in public,week 13 of the year,-5.210745045182387,6.024499166898073,-0.8649258470833724,0.38842480154420356
"Baltimore, MD",serious assaults in public,week 14 of the year,-15.31644582229934,6.004021923770738,-2.551030961705761,0.01171551539276142
"Baltimore, MD",serious assaults in public,week 15 of the year,-23.4586865003365,5.997368765063808,-3.911496427731657,1.3723354992105157e-4
"Baltimore, MD",serious assaults in public,week 16 of the year,-22.371235208391358,6.04190397130359,-3.7026797040543795,2.9667507798213007e-4
"Baltimore, MD",serious assaults in public,week 17 of the year,-9.937326469305152,6.560609076161528,-1.5146957171115687,0.13189924715802195
"Baltimore, MD",serious assaults in public,week 18 of the year,-28.048788143411766,5.996059766158187,-4.6778700075205,6.298194671594795e-6
"Baltimore, MD",serious assaults in public,week 19 of the year,-14.391603263691213,5.997349846930777,-2.399660455201943,0.017604808128396814
"Baltimore, MD",serious assaults in public,week 20 of the year,-10.53574605437781,5.992598084693506,-1.7581265930863217,0.08071260116311879
"Baltimore, MD",serious assaults in public,week 21 of the year,-13.980622991827273,6.03235594522303,-2.317605777705874,0.021787412465177812
"Baltimore, MD",serious assaults in public,week 22 of the year,-5.499651312154033,6.067075190899242,-0.9064748893179438,0.3661006842708294
"Baltimore, MD",serious assaults in public,week 23 of the year,-3.977634536990349,5.988126875271431,-0.6642535503742228,0.5075213852151021
"Baltimore, MD",serious assaults in public,week 24 of the year,10.853122458456918,6.068816028918944,1.788342636642788,0.07568678847712026
"Baltimore, MD",serious assaults in public,week 25 of the year,2.5148496189606684,6.028334820425025,0.417171523127735,0.6771339228218369
"Baltimore, MD",serious assaults in public,week 26 of the year,4.826635264641704,5.9842454306129795,0.806557037241586,0.42116555629593655
"Baltimore, MD",serious assaults in public,week 27 of the year,5.262971739507106,5.992837668121771,0.8782102955170794,0.3811977177035051
"Baltimore, MD",serious assaults in public,week 28 of the year,-3.8947293124686024,5.982699435221806,-0.6509986594912748,0.5160175309675263
"Baltimore, MD",serious assaults in public,week 29 of the year,14.433649072406686,5.981786954401524,2.4129326541437766,0.016999607848202737
"Baltimore, MD",serious assaults in public,week 30 of the year,3.416149750962122,5.999146949928288,0.5694392518594594,0.5698877438295085
"Baltimore, MD",serious assaults in public,week 31 of the year,9.78117553405661,6.870691713978247,1.4236085595511523,0.15658269992054624
"Baltimore, MD",serious assaults in public,week 32 of the year,20.34371223620091,5.979386975800327,3.4023073466453395,8.515706637648669e-4
"Baltimore, MD",serious assaults in public,week 33 of the year,8.642464043358927,5.980016623569036,1.4452240833740142,0.15042675367322972
"Baltimore, MD",serious assaults in public,week 34 of the year,12.911394088575145,5.986396092663631,2.1567891413663967,0.03257364039668174
"Baltimore, MD",serious assaults in public,week 35 of the year,14.875239622907886,5.978150004389384,2.488268044794112,0.0139012396957078
"Baltimore, MD",serious assaults in public,week 36 of the year,7.407796025375131,6.867601215815307,1.078658441657302,0.28242661483262377
"Baltimore, MD",serious assaults in public,week 37 of the year,6.8050285145916005,5.977534902513899,1.1384339239457544,0.25670725099260244
"Baltimore, MD",serious assaults in public,week 38 of the year,16.96753821331716,5.978959810519822,2.837874605456157,0.0051537631735520265
"Baltimore, MD",serious assaults in public,week 39 of the year,1.2650104659589951,5.975293702039183,0.2117068263150456,0.8326156835523512
"Baltimore, MD",serious assaults in public,week 40 of the year,1.6244496624087679,5.977490366636905,0.2717611510468609,0.7861696597127008
"Baltimore, MD",serious assaults in public,week 41 of the year,17.482776783669976,5.974537159021609,2.9262144193497592,0.003950866508198567
"Baltimore, MD",serious assaults in public,week 42 of the year,9.977754102756581,5.97327269806932,1.6703998975271275,0.09687146123192183
"Baltimore, MD",serious assaults in public,week 43 of the year,29.275205441049597,5.973893711557911,4.900523319390465,2.3990925527563357e-6
"Baltimore, MD",serious assaults in public,week 44 of the year,14.227538677209479,5.983897618548973,2.377637383551942,0.018651183813428316
"Baltimore, MD",serious assaults in public,week 45 of the year,-0.5721260928857697,6.868473413313009,-0.08329741682872796,0.9337232299981909
"Baltimore, MD",serious assaults in public,week 46 of the year,3.760568985553394,5.96762484936618,0.6301617612495871,0.5295226785654199
"Baltimore, MD",serious assaults in public,week 47 of the year,17.863527592467015,5.959659295092018,2.9974075207920423,0.0031751798130970348
"Baltimore, MD",serious assaults in public,week 48 of the year,2.4624052881489567,5.951704170710499,0.4137311293573587,0.6796466260436704
"Baltimore, MD",serious assaults in public,week 49 of the year,10.746367872894343,5.91612790658443,1.816452930460485,0.07124555309671471
"Baltimore, MD",serious assaults in public,week 50 of the year,16.712599206369912,5.851765723396922,2.8559925322280892,0.004882737699979561
"Baltimore, MD",serious assaults in public,week 51 of the year,0.9488735379799158,5.72118321493482,0.16585267458363087,0.8684904278283486
"Baltimore, MD",serious assaults in public,week 52 of the year,2.141176121943935,5.441702752764382,0.3934753916604906,0.694512610628728
"Baltimore, MD",serious assaults in public,holiday in week,-2.21897645399249,3.3901799452687413,-0.6545305823926082,0.5137463742234567
"Baltimore, MD",serious assaults in public,intercept,69.69056353125706,4.5756174697044685,15.230854413133066,1.5484666895143222e-32
"Chicago, IL",serious assaults in public,SAR(1),-0.4624161040508452,0.07447425335142449,-6.209073380955225,4.618594004231133e-9
"Chicago, IL",serious assaults in public,linear trend,-0.24626979066316734,0.03361336901408796,-7.326542916895694,1.1897679789190685e-11
"Chicago, IL",serious assaults in public,week 2 of the year,-115.99653854314121,17.216235417804263,-6.737625022435669,2.9311349280049515e-10
"Chicago, IL",serious assaults in public,week 3 of the year,-149.22231798464315,17.204985256419338,-8.673202316692887,5.1532353796020884e-15
"Chicago, IL",serious assaults in public,week 4 of the year,-125.63856648237768,19.346054025414677,-6.494273525615498,1.0588754415623187e-9
"Chicago, IL",serious assaults in public,week 5 of the year,-131.9462287880261,17.379615397049577,-7.59201085718075,2.695949733485951e-12
"Chicago, IL",serious assaults in public,week 6 of the year,-163.44518851035303,17.246742691002996,-9.476872905143793,4.1253958429930375e-17
"Chicago, IL",serious assaults in public,week 7 of the year,-161.18150736072366,17.260657600937144,-9.338086131317066,9.576328556052002e-17
"Chicago, IL",serious assaults in public,week 8 of the year,-150.42500785146711,17.22917142615058,-8.73083238484416,3.66092342674258e-15
"Chicago, IL",serious assaults in public,week 9 of the year,-153.39866816530503,20.54741186329103,-7.465595627610861,5.4828102200172185e-12
"Chicago, IL",serious assaults in public,week 10 of the year,-169.69398059964726,18.711665534159494,-9.068887015421405,4.85819924244237e-16
"Chicago, IL",serious assaults in public,week 11 of the year,-185.3330895169437,16.257072996498504,-11.400151156168228,2.780894862963109e-22
"Chicago, IL",serious assaults in public,week 12 of the year,-172.3800293985997,17.5973560527559,-9.795791417859247,5.890217796265985e-18
"Chicago, IL",serious assaults in public,week 13 of the year,-162.30854060483728,17.45409971415826,-9.299164280193569,1.2120363707735028e-16
"Chicago, IL",serious assaults in public,week 14 of the year,-190.21856347709806,17.29159388656087,-11.00063792412665,3.3854809066448012e-21
"Chicago, IL",serious assaults in public,week 15 of the year,-204.07092840963185,17.27467099268746,-11.813303332724374,2.0827522762239816e-23
"Chicago, IL",serious assaults in public,week 16 of the year,-141.44450507580171,17.459343492539748,-8.101364472051308,1.4689359894238395e-13
"Chicago, IL",serious assaults in public,week 17 of the year,-174.51691453909376,19.386037881350735,-9.002196096345097,7.249366425219449e-16
"Chicago, IL",serious assaults in public,week 18 of the year,-169.32424727921983,17.296118131919304,-9.789725416290873,6.1132132029100815e-18
"Chicago, IL",serious assaults in public,week 19 of the year,-140.89851662626592,17.24585374014403,-8.169993712650445,9.869214209827341e-14
"Chicago, IL",serious assaults in public,week 20 of the year,-125.00484013609179,17.23039476050274,-7.254902854729746,1.7688305433808206e-11
"Chicago, IL",serious assaults in public,week 21 of the year,-111.72457066126724,17.384752784004394,-6.426583803024472,1.5068586095807471e-9
"Chicago, IL",serious assaults in public,week 22 of the year,-110.86851796520455,17.53935276090356,-6.321129375557016,2.6004925906226674e-9
"Chicago, IL",serious assaults in public,week 23 of the year,-110.66470490848076,17.251713959865494,-6.4147078467642045,1.6027540589628654e-9
"Chicago, IL",serious assaults in public,week 24 of the year,-59.770432999369454,17.56492439354066,-3.4028289368185085,8.475397973378041e-4
"Chicago, IL",serious assaults in public,week 25 of the year,-69.86145253913917,17.38732328289117,-4.01795327564201,9.1070622172463635e-05
"Chicago, IL",serious assaults in public,week 26 of the year,-97.67609243525862,17.240487491273566,-5.665506412431684,6.885305194437322e-8
"Chicago, IL",serious assaults in public,week 27 of the year,-43.482511144310706,17.27292229091077,-2.517380117387071,0.012832504391146821
"Chicago, IL",serious assaults in public,week 28 of the year,-57.61426250444308,17.267227368875858,-3.3366249991178476,0.0010601025934454656
"Chicago, IL",serious assaults in public,week 29 of the year,31.917058929442533,17.285330608891417,1.846482410525876,0.06671701433697934
"Chicago, IL",serious assaults in public,week 30 of the year,10.772415317284668,17.214589279910097,0.6257724272199963,0.5323786710124556
"Chicago, IL",serious assaults in public,week 31 of the year,25.985515207814103,20.48988898513467,1.2682116153321519,0.20661177854581989
"Chicago, IL",serious assaults in public,week 32 of the year,8.060337164835857,17.279381964517608,0.4664713808275885,0.6415288759484095
"Chicago, IL",serious assaults in public,week 33 of the year,30.958929986920026,17.23951732120119,1.7958118786102366,0.07445985603731688
"Chicago, IL",serious assaults in public,week 34 of the year,17.012498261564403,17.217467604994848,0.9880952676588174,0.32463607518460125
"Chicago, IL",serious assaults in public,week 35 of the year,57.35337680282305,17.225263508323465,3.3296080942453607,0.0010853406164203576
"Chicago, IL",serious assaults in public,week 36 of the year,73.59910809799831,20.491051372249874,3.591768268058238,4.396504190749485e-4
"Chicago, IL",serious assaults in public,week 37 of the year,17.946771019661142,17.262982515994565,1.0396101023118705,0.30012968591556277
"Chicago, IL",serious assaults in public,week 38 of the year,10.000339294218108,17.23182555821046,0.5803412563826262,0.5625218512901751
"Chicago, IL",serious assaults in public,week 39 of the year,15.278708643879256,17.227213222113882,0.8868938026648785,0.37650131468983317
"Chicago, IL",serious assaults in public,week 40 of the year,41.276026981440765,17.23203020632796,2.3953084162006255,0.0177917929459085
"Chicago, IL",serious assaults in public,week 41 of the year,-14.90209968328702,17.222328631805205,-0.8652778611927472,0.3882149859948343
"Chicago, IL",serious assaults in public,week 42 of the year,36.57011984991891,17.259438092818073,2.118847650384187,0.03568704151541331
"Chicago, IL",serious assaults in public,week 43 of the year,-16.862843080557944,17.21611323185063,-0.9794802609314209,0.328859283055875
"Chicago, IL",serious assaults in public,week 44 of the year,-15.347474648132383,17.2298905439395,-0.8907470775274748,0.3744365843791455
"Chicago, IL",serious assaults in public,week 45 of the year,-38.44396133301396,20.48090827059428,-1.8770633033013655,0.06237663324601689
"Chicago, IL",serious assaults in public,week 46 of the year,-32.43532613870335,17.22603276805941,-1.8829249064732467,0.06157221521656065
"Chicago, IL",serious assaults in public,week 47 of the year,32.04017118201688,17.286404199553566,1.8534896449340423,0.06570090588039869
"Chicago, IL",serious assaults in public,week 48 of the year,-40.39814983242017,17.304375115818672,-2.3345627658921058,0.02084094728004212
"Chicago, IL",serious assaults in public,week 49 of the year,-52.77575574362036,17.309486906332904,-3.048949748147165,0.002698474515993299
"Chicago, IL",serious assaults in public,week 50 of the year,-47.07769748478467,17.2073129451104,-2.7359122040122013,0.0069421410599973575
"Chicago, IL",serious assaults in public,week 51 of the year,-26.583250466580424,17.20349276734025,-1.5452240324736297,0.12431828989793478
"Chicago, IL",serious assaults in public,week 52 of the year,-57.834535180791534,17.21107107120492,-3.360310055168614,9.789038088088488e-4
"Chicago, IL",serious assaults in public,holiday in week,9.110532250293044,11.2049599061722,0.8130803078799551,0.4174111931408928
"Chicago, IL",serious assaults in public,intercept,444.81649050347585,12.898792012552576,34.48512776007231,7.060343450824499e-75
"Dallas, TX",serious assaults in public,SAR(1),-0.374045601547682,0.10116462039688999,-3.697395394558125,3.4690990920365936e-4
